Group,Sample ID,Samp m [g],UTM east [m],UTM north [m],Longitude,Latitude,Samp type,Depth [m] (min),Depth [m] (max),Cond electr [µS/cm],pH,Al [mg/kg],As [mg/kg],B [mg/kg],Ba [mg/kg],Be [mg/kg],Ca [mg/kg],Cd [mg/kg],Ce [mg/kg],Co [mg/kg],Cr [mg/kg],Cu [mg/kg],Fe [mg/kg],Ga [mg/kg],Gd [mg/kg],Ge [mg/kg],K [mg/kg],La [mg/kg],Mg2+ [mg/kg],Mn [mg/kg],Mo [mg/kg],Na [mg/kg],Nb [mg/kg],Nd [mg/kg],Ni [mg/kg],P [mg/kg],Pb [mg/kg],S [mg/kg],Sc [mg/kg],Si [mg/kg],Sr [mg/kg],Th [mg/kg],Ti [mg/kg],V [mg/kg],Y [mg/kg],Zn [mg/kg],Zr [mg/kg]
6,1,0.31,391959,6465444,115.8569,-31.94181,Sediment,0,0.05,19.97,6.85,42780.96765,3.63558,,253.99076,1.73634,7399.84013,0.25805,77.16363,21.35414,28.3482,64.58559,40942.80875,24.57609,5.0386,2.83789,710.04886,27.84227,4936.74712,161.29465,0.85014,216.24151,8.97927,22.24009,20.55741,300.39727,147.17186,401.16208,8.94178,2119.89409,42.39749,16.41243,43.00472,61.77787,18.79571,220.78763,5.06074
6,2,0.305,391959,6465447,115.8569,-31.94178,Sediment,0,0.05,26.5,6.62,36602.62978,2.14753,,283.95893,1.49135,6572.60373,0.25343,79.61006,17.94922,26.13541,61.6075,35216.89158,22.69245,4.80798,2.16497,775.10929,28.72788,4517.48193,246.24205,1.21215,213.03078,6.60836,22.58873,16.09413,446.32217,159.41771,495.32859,7.83919,2084.25506,39.9402,14.03793,39.4813,55.16251,17.66848,230.5155,5.61379
6,3,0.3,391961,6465447,115.8569,-31.94178,Sediment,0,0.05,30.8,5.95,45477.89533,2.45887,,222.70384,1.81072,7213.38765,0.18933,73.88666,21.5138,29.0309,55.3215,41403.78121,26.1163,5.07881,2.77024,1080.05307,29.66729,4871.25521,190.64321,0.87006,232.12651,8.82426,23.42424,16.57507,370.18596,133.31016,383.1923,9.49451,2183.46522,38.10679,16.93177,45.18596,61.07464,18.77865,209.91397,4.92792
6,4,0.349,391964,6465446,115.857,-31.94179,Sediment,0,0.05,52.4,6.3,47453.03412,1.9333,,408.25989,1.87607,6582.92558,0.10808,77.1847,28.21189,26.60451,33.95409,41804.23875,27.81449,5.49053,2.7914,736.73774,29.75241,5649.67376,409.53917,0.60281,223.15784,6.97164,24.75484,17.07825,140.94571,91.19275,174.58715,10.01043,1848.45639,44.08177,18.60432,36.0758,61.50782,19.84668,95.12951,1.84112
6,5,0.301,391960,6465445,115.8569,-31.9418,Sediment,0,0.05,32.9,6.75,41988.8049,,,321.03317,1.72537,6519.73234,0.24371,79.54817,24.03297,25.89365,45.60589,37471.80799,24.15603,5.48172,2.55443,799.882,29.21617,4967.36722,274.33904,0.81445,184.63094,6.89997,24.3537,16.44115,333.45935,113.92729,341.94242,8.88354,2224.27013,39.66981,16.32584,40.66102,58.44875,19.61036,188.2048,4.2297
6,6,0.347,391960,6465449,115.8569,-31.94176,Sediment,0,0.05,111.8,5.71,37187.37482,3.76013,,278.92704,1.61368,7735.32241,0.61054,61.90034,16.94466,33.61178,122.19682,38701.10946,23.15493,4.79554,2.80447,701.87483,27.6602,3880.34696,111.76138,1.20438,207.47113,9.34685,21.0336,17.3692,696.28976,300.94482,745.29691,7.77253,1828.08866,41.44459,13.16264,54.51807,59.57751,18.90199,446.65835,6.84654
7,1,0.394,391815,6465478,115.8554,-31.94149,Street dust,0,0.05,,,4270.572299,,,59.59874,0.07286,12125.7863,0.08102,6.14588,0.97789,24.25923,66.91437,7099.376971,,0.53502,0.8924,430.2133,3.58997,794.3944,51.46739,2.53792,115.98065,16.27084,1.33711,5.94052,214.0381,39.55532,475.47433,0.48677,472.41813,37.90489,2.07063,196.66101,10.7302,1.86924,215.90952,1.26671
7,2,0.305,391811,6465505,115.8554,-31.94125,Street dust,0,0,,,3649.999425,,,39.63531,0.07097,13086.36619,0.03517,5.34648,1.69469,24.79495,59.59475,14744.05568,,0.78889,1.31958,496.66425,3.55549,1011.8903,80.104,2.16684,120.89574,20.40549,1.27191,4.16457,165.06602,18.55815,271.68762,0.52955,468.95923,39.37608,3.78393,244.97998,11.19709,2.20715,116.76569,3.09128
7,3,0.308,391825,6465525,115.8555,-31.94107,Street dust,0,0,,,4072.476789,,,42.38092,0.09576,7020.97761,,6.94443,1.92992,26.72369,12.17382,20079.27952,1.36446,0.96123,1.21956,610.91709,4.5427,1060.68919,68.68575,1.16592,125.17783,22.05584,2.62945,2.88944,71.77442,14.53569,260.75532,0.58722,447.04259,24.14297,4.86562,274.79926,18.79993,2.41964,66.04936,5.08594
7,4,0.307,391843,6465544,115.8557,-31.9409,Street dust,0,0,,,3733.642255,,,23.41421,0.04835,19585.23199,,3.26143,1.1464,11.60968,40.2349,6360.003671,,0.48759,1.47189,283.78556,2.29695,658.80955,33.66956,0.77092,139.82172,15.19592,,2.56099,99.07071,28.04815,163.61071,0.44841,430.77205,47.9064,2.18316,181.08174,9.68288,1.60357,119.26989,1.20652
7,5,0.302,391832,6465551,115.8556,-31.94083,Street dust,0,0,,,4167.34107,,,33.40514,0.05206,8756.1135,0.11133,2.93484,2.68333,14.38562,43.96849,9654.996867,,0.68356,0.8613,393.42379,2.06556,1345.12087,75.21301,0.61898,147.01799,35.599,0.66714,4.33432,166.54926,47.46358,291.91601,0.87207,473.8279,32.54108,1.41947,455.99816,15.17894,1.79889,245.95798,1.6921
7,6,0.31,391862,6465577,115.8559,-31.9406,Street dust,0,0,,,4844.921086,,,25.39124,0.06479,16523.58919,0.06823,6.49503,1.50622,20.67671,67.01739,9108.330753,,0.69949,1.27319,384.5158,3.62878,777.26964,43.07428,1.6398,124.82222,20.56409,1.17082,5.06817,101.89217,24.78866,317.9128,0.55293,426.23031,42.98451,3.50071,251.16965,13.51967,1.91973,105.12775,2.30847
7,7,0.363,391865,6465612,115.8559,-31.94029,Street dust,0,0,,,2633.540179,,,10.56729,0.05756,9538.4956,,4.12042,0.87754,5.96717,5.67291,3206.730181,,0.3541,0.53511,209.45748,2.35605,481.6072,21.0147,0.33628,120.79893,12.32593,,1.03079,57.35314,394.38839,161.88567,0.3748,435.46595,43.90176,1.75474,151.63488,7.81189,1.0941,46.72392,2.33804
7,8,0.322,391879,6465652,115.8561,-31.93993,Street dust,0,0,,,2341.225137,4.52968,,20.59832,0.02971,4831.03735,0.02641,2.58751,,22.1685,93.21306,2320.306289,,0.20222,0.35677,302.88436,1.4486,379.29469,15.52767,0.69268,250.54342,6.53168,,1.50189,123.88807,3913.50704,223.87141,0.27374,400.34491,17.20927,0.45431,83.65112,6.06088,0.74026,83.90237,0.41095
7,9,0.303,391900,6465659,115.8563,-31.93986,Street dust,0,0,,,2658.246163,,,21.37476,0.04109,5634.43354,,3.13279,,5.09195,8.74358,3008.269383,,0.42255,0.65571,231.09822,1.87033,527.90953,24.38247,0.31719,103.40824,11.04548,1.0211,1.68153,57.53628,7.57984,116.66948,0.31642,406.80991,17.31886,1.89142,135.3816,6.62067,1.40089,42.58465,1.29353
7,10,0.314,391905,6465663,115.8564,-31.93983,Street dust,0,0,,,2820.658656,,,10.11062,0.04451,4254.92586,0.03028,3.56514,,7.30394,12.13175,2994.630517,,0.48657,0.54261,179.89261,1.8272,368.01817,20.21111,0.36178,71.09294,8.93841,1.14128,1.36188,50.10135,8.82473,76.40736,0.28326,410.52936,12.7599,1.68449,114.02805,6.54041,1.19074,54.59858,2.06644
7,11,0.3,391936,6465724,115.8567,-31.93928,Street dust,0,0,,,5323.464405,,,42.82883,0.06564,10355.93848,,5.09279,1.48689,18.25423,20.84654,9494.761565,,0.46917,1.11321,413.61541,2.91086,1020.22416,59.83003,1.0155,368.29001,29.23948,0.73331,3.89503,117.50753,130.99355,298.07807,0.60768,517.13652,27.31481,2.6074,368.71886,16.67742,1.93706,104.77076,2.22975
7,12,0.31,391907,6465705,115.8564,-31.93945,Street dust,0,0,,,2483.113755,,,32.04936,0.03246,4021.68492,0.0746,2.86323,,9.32441,21.99795,3970.107923,,0.40603,0.66353,161.42401,1.66106,329.22076,25.32507,0.61407,110.86052,12.49364,0.61247,1.60396,102.54851,150.19291,195.70598,0.27992,448.18317,12.86215,1.20771,156.95897,6.15057,0.80047,85.59425,0.82669
7,13,0.304,391890,6465673,115.8562,-31.93974,Street dust,0,0,,,3596.358152,,1.79672,22.991,0.10503,17418.98375,0.03622,3.29681,0.61547,8.3182,16.53276,2975.3713,,0.35809,0.92539,517.54399,2.31677,695.44226,37.15121,1.03214,389.51879,10.36349,,1.55376,98.93405,1329.84723,562.39834,0.40406,712.23889,35.2667,0.68648,123.19658,6.27085,1.48855,74.61792,1.17462
8,1,0.3,392015,6465369,115.8575,-31.94249,Street dust,0,0,,,4490.845807,,,22.9596,0.05964,18035.39058,0.03143,4.18441,0.68765,10.86534,105.69793,5218.092994,,0.35795,1.26261,307.40682,2.51103,562.4115,35.8252,0.56866,122.1918,13.78854,,2.0626,214.97142,35.61065,187.93448,0.4908,497.56175,40.61844,2.27249,159.01223,11.96446,1.89575,94.15882,0.8664
8,2,0.302,391981,6465389,115.8572,-31.94231,Street dust,0,0,,,2943.332252,,,14.4703,0.04336,4703.24857,,3.8612,,8.30402,14.04346,2879.903806,,0.30104,0.45606,288.70501,2.03325,328.0342,20.35094,0.41872,127.88724,10.44548,1.0639,3.46043,133.15562,8.93274,149.12,0.31753,525.02763,17.07256,1.43842,125.64678,7.01651,1.09059,31.08363,1.03051
8,3,0.32,391953,6465386,115.8569,-31.94233,Street dust,0,0,,,3968.167558,,2.84922,21.22619,0.06133,11746.80197,0.05629,4.35927,0.96522,17.56524,21.01057,5240.546772,,0.48924,1.13756,585.47466,2.89583,772.86594,34.48652,1.04963,281.11688,13.27535,0.4739,3.22708,198.76976,32.27197,339.3564,0.44966,500.02158,35.38272,1.90957,156.401,9.94371,1.60574,108.04282,1.15989
8,4,0.31,391953,6465407,115.8569,-31.94214,Street dust,0,0,,,3925.494097,,,13.68212,0.04926,22355.9958,,2.54031,,8.47778,8.42218,5569.65684,,0.23468,1.18863,296.48355,1.74896,623.72518,47.40749,0.4279,162.30286,9.98771,,1.16001,202.08265,23.34559,153.83982,0.47648,569.75871,58.54992,1.63022,108.97471,15.02811,1.52979,44.57134,0.86048
8,5,0.3,391907,6465404,115.8564,-31.94217,Street dust,0,0,,,3918.976437,,9.48537,35.61742,0.0615,9273.1325,0.10689,4.4875,1.85386,9.30103,53.81866,5760.78063,0.45809,0.49525,0.63218,774.57345,2.49672,677.58186,33.45445,0.7358,517.23108,11.66792,1.1774,1.90741,230.42194,30.24272,356.45131,0.48455,477.31401,36.49418,2.08706,133.97967,10.92474,1.36676,98.146,1.91838
8,6,0.3,391911,6465426,115.8564,-31.94197,Street dust,0,0,,,1662.845093,,11.56006,16.62187,0.03208,13185.62755,0.07348,2.17883,0.82388,7.90895,24.04991,1589.862899,,0.29502,1.06853,1303.7285,1.65841,1041.92899,25.27762,0.72415,684.70352,5.37343,,6.04628,368.0746,13.29802,534.24737,0.233,479.51536,39.83157,0.93976,54.7934,4.57476,0.92357,76.82851,2.36083
8,7,0.302,391825,6465478,115.8555,-31.94149,Street dust,0,0,,,2185.276218,,,5.61757,0.03286,6160.98621,,2.98345,,3.55034,4.95546,1518.207033,,0.1661,0.5781,189.25329,1.43903,199.36,8.86815,0.33291,97.07769,6.09064,,1.9661,45.48245,6.95544,53.62117,0.22436,403.07492,16.00837,1.27447,72.88079,5.48626,0.60446,21.57963,1.52263
9,1,0.3,391791,6465450,115.8551,-31.94174,Street dust,0,0,649,10.6,3669.034307,,,31.81446,0.13388,25150.90918,0.10269,6.41827,1.45998,15.94766,31.23602,4716.314162,,0.39743,1.11459,329.55515,4.35,789.89389,69.59489,1.19446,185.58689,28.9315,1.09705,3.48031,84.15376,21.37222,400.07481,0.63519,680.21987,41.22622,2.83135,346.01884,8.98921,2.22924,129.20779,6.6532
9,2,0.327,391739,6465359,115.8546,-31.94256,Street dust,0,0,162.3,6.89,3187.338938,,,77.36366,0.06011,18533.93264,,6.67665,1.36792,33.9321,71.18627,11091.6551,,0.82285,1.29756,364.38368,4.15031,797.29366,65.82108,1.80007,626.96862,18.28283,1.18708,5.73128,76.14759,55.22081,283.77831,0.49611,430.53108,47.19694,3.31776,207.82449,11.04302,1.7988,170.75263,4.00695
9,3,0.303,391768,6465440,115.8549,-31.94183,Street dust,0,0,128.7,6.85,2410.769595,,,49.88902,0.04071,10876.57415,0.05478,3.07312,0.62263,12.82647,25.67776,3302.779242,,0.20171,0.87874,181.96158,1.98213,302.29898,24.39761,0.71418,94.26305,8.62787,,1.98401,187.59934,23.95137,188.01099,0.29838,493.91901,31.29258,1.02604,97.47311,7.04138,0.97229,141.45458,0.35575
9,4,0.301,391795,6465497,115.8552,-31.94132,Street dust,0,0,111.4,6.74,3750.443821,,,47.61555,0.06945,20932.63406,0.0553,12.26803,1.38951,18.65243,40.2845,7454.959904,,0.9023,1.16069,375.14921,6.94467,796.6254,48.09346,3.0565,86.95321,18.89115,2.85933,4.74434,236.62601,36.86502,397.67362,0.52162,526.34965,54.30405,5.39648,212.95115,12.02658,2.549,206.43629,2.29962
9,5,0.3,391716,6465535,115.8544,-31.94097,Street dust,0,0,90.9,6.78,6572.433146,,,37.12928,0.05271,9037.44015,,6.41818,0.71875,11.98614,20.63281,6833.013499,,0.36119,0.77686,209.29085,2.72534,421.00328,26.72968,0.67213,54.31526,15.37011,1.29172,1.33457,58.07952,11.98909,121.23387,0.70625,412.62359,21.88468,4.63868,179.60643,12.80473,1.0406,70.70567,6.15927
9,6,0.304,391739,6465536,115.8546,-31.94096,Street dust,0,0,311,5.73,10084.50036,,12.06458,248.99271,0.06612,8068.19361,0.16518,9.56201,1.73971,21.30337,36.42541,9662.412921,,0.37106,0.91279,371.88662,2.73656,506.6995,39.99566,1.45567,205.80186,18.64017,1.14874,9.99612,177.1332,51.96284,480.44828,0.94698,529.18405,26.19119,5.00737,218.21632,17.90744,1.11164,254.7758,6.02726
9,7,0.319,391816,6465502,115.8554,-31.94127,Street dust,0,0,182.1,7.11,3457.383783,,,63.05132,0.08421,16266.31159,,8.48279,1.41474,27.88651,99.42206,9787.541286,,0.71178,0.97632,360.31412,3.21072,737.84013,142.1139,2.84778,719.18489,18.12164,1.04423,6.40526,109.86424,35.14582,279.08073,0.50871,442.69957,46.69705,2.81082,206.36527,11.63668,1.83352,157.63056,4.85463
9,8,0.301,391805,6465464,115.8553,-31.94161,Street dust,0,0,176.3,7.34,4276.589266,,,74.95732,0.06764,10401.31769,0.08487,9.83498,1.97243,22.84245,61.50279,7659.024521,,0.73672,0.75508,374.80698,5.24554,651.24729,49.80659,1.93543,146.07013,17.45634,2.90535,4.03223,192.02383,55.56925,415.59648,0.56041,576.76429,35.23165,2.87808,204.50608,12.04898,1.74464,268.84525,1.15088
10,1,0.313,392032,6465363,115.85769,-31.94255,Street dust,0,0,1143,5.83,6619.085587,,2.33359,49.15529,0.0762,14898.14878,0.05011,5.63548,1.25017,21.78356,54.30917,7988.583524,,0.53505,1.12978,1209.74068,3.21683,894.29747,46.02577,2.4411,310.60704,16.31575,0.59463,3.55049,267.60333,46.91738,582.57744,0.53402,554.9371,39.17785,2.02702,186.36312,13.90279,1.50907,313.13478,1.33752
10,2,0.301,392039.6,6465381,115.85777,-31.94239,Street dust,0,0,280,6.17,19223.00896,2.75735,,15.322,0.06054,7751.19094,,5.22216,1.03349,24.75613,25.10272,16912.18168,4.82795,0.47598,1.43698,339.10878,2.11744,520.34986,30.94839,1.39723,562.36458,22.8043,1.10692,4.64837,74.37458,16.19571,474.20869,1.40561,500.53974,20.6334,6.21004,270.20855,36.10098,1.0914,257.66829,11.24716
10,3,0.309,392049.4,6465397,115.85788,-31.94224,Street dust,0,0,467,6.12,21003.73965,,,12.48006,0.06213,6600.24724,,4.64463,0.96126,27.93208,15.17576,16255.91196,4.80722,0.66963,1.36083,366.9235,1.94803,469.45168,31.32567,1.25166,151.51926,20.99283,1.19598,4.10392,77.3869,13.03015,478.78016,1.39378,516.17214,19.85058,6.14292,249.19647,36.42162,1.13262,72.98497,11.25308
10,4,0.306,392060,6465416,115.85799,-31.94207,Street dust,0,0,290,6.28,26985.86673,,9.22359,35.26743,0.07045,7378.28103,,5.53295,,34.21105,11.0548,21048.07086,6.22233,0.8158,1.27348,316.9926,1.96902,528.91999,27.2807,1.20732,1094.24935,24.50196,1.49055,3.45336,66.10312,11.62904,568.1693,1.85221,538.39593,21.42882,7.86795,293.24574,49.36566,1.08804,119.04315,15.70095
10,5,0.303,392069,6465434,115.85809,-31.94191,Street dust,0,0,292,6.33,40169.92044,,,9.37282,0.09279,4443.69356,0.04359,7.48669,0.60763,39.43966,14.95519,29374.95023,9.19079,0.83902,1.76112,388.35551,2.423,680.95208,32.72296,1.54612,121.13643,34.92526,1.58169,5.48603,75.42729,9.47638,707.60732,2.56048,628.07469,12.67025,11.22152,421.89458,68.56922,1.43076,41.76139,21.87812
10,6,0.306,392079.3,6465455,115.8582,-31.94172,Street dust,0,0,239,6.6,18448.30643,,,34.55657,0.05622,3677.59814,0.06892,4.26224,1.02666,19.64533,24.76772,14346.72673,3.67568,0.49696,0.87479,305.05394,1.71137,438.02325,36.24512,1.05857,286.74426,18.16496,0.97957,2.49032,87.58674,12.0685,423.19998,1.28821,529.82482,13.92766,5.28281,216.06096,30.38485,0.98763,72.34275,9.45408
10,7,0.301,392089.1,6465472,115.8583,-31.94157,Street dust,0,0,460,6.4,20816.9419,1.61619,,5.61953,0.05568,2529.0438,,4.47129,1.09524,39.17114,7.47107,15541.06501,2.99933,0.58282,0.59968,289.84953,1.50601,396.2711,26.03011,2.4025,102.72252,23.36758,1.21127,13.00529,58.65222,7.44266,393.12299,1.33694,495.86643,8.79623,5.71353,280.47554,35.82274,0.88287,35.41868,9.7341
10,8,0.306,392102.5,6465498,115.85845,-31.94133,Street dust,0,0,298,6.58,15500.29229,,,20.89916,0.09298,14872.70255,0.04414,6.34191,2.16532,18.41367,20.13746,12402.66137,0.75944,0.64567,1.41337,534.09724,3.42747,624.45923,43.30086,1.00276,269.00137,24.0558,1.15127,4.92748,140.97198,16.08337,399.36491,1.20313,580.72787,36.0815,5.24625,280.17561,25.24973,2.03924,94.55607,9.55117
10,9,0.305,392115.3,6465523,115.85859,-31.94111,Street dust,0,0,346,6.67,28556.25095,,,8.02432,0.06135,2775.05626,,5.76686,,31.92502,11.04424,20414.37315,6.17448,0.57783,1.33896,277.0091,1.69657,295.89002,19.07306,1.28092,105.99029,23.31143,1.28798,3.74531,60.80769,13.8507,555.62126,1.91451,584.09419,8.49171,7.90132,282.03185,45.66202,0.91833,44.40348,16.15155
10,10,0.304,392130.6,6465546,115.85875,-31.94091,Street dust,0,0,410,6.8,2711.333607,,,11.32158,0.03922,7637.86618,,2.28385,1.91854,5.80747,5.97369,1940.018192,,0.23979,0.62873,338.19108,1.45513,476.71918,14.76551,0.34582,304.53896,6.35532,,2.90531,98.48834,8.64261,301.12479,0.21129,431.97351,23.85136,0.81448,72.22739,5.8576,1.08902,74.3608,2.62188
11,1,0.312,391944,6465723,115.8568,-31.93929,Street dust,0,0,800,7.21,10501.90657,,,85.8208,0.11221,15947.12,0.16503,12.11309,3.46329,37.17919,74.51053,14407.87728,,1.02305,1.31779,607.21819,6.63422,1428.49301,125.17029,3.09446,408.63039,46.95905,2.68428,14.29592,303.93133,117.48995,729.00045,1.10095,688.57444,47.93168,5.51838,573.57283,28.1699,3.50979,385.57935,3.14101
11,2,0.299,391973,6465705,115.8571,-31.93946,Street dust,0,0,329,6.94,5948.73354,6.91385,,36.26192,0.05459,8130.39232,0.09535,,31.08652,168.01838,149.00605,101812.4759,19.16456,2.43792,4.3431,484.47041,2.43506,1448.1327,664.26126,30.17681,168.77186,63.51767,3.26901,89.22406,240.11384,76.6633,621.41544,0.65513,629.92545,24.20374,2.06566,747.83871,39.78133,2.12228,295.39372,
11,3,0.308,392025,6465678,115.8576,-31.93971,Street dust,0,0,308,7.21,6475.092978,,3.02354,34.80352,0.07002,7475.74208,0.09523,4.94804,3.69544,20.92445,37.84164,11301.65606,,0.7,0.76465,472.59809,3.18929,1352.17813,89.66329,1.54086,181.54495,58.62959,1.67139,9.84828,213.0597,82.35611,487.40163,0.93603,638.27246,21.40406,2.56903,732.20989,25.39784,1.86619,176.35088,2.32367
11,4,0.303,392062,6465661,115.858,-31.93986,Street dust,0,0,151.5,7.67,6707.411463,,,46.90244,0.07233,8785.47056,0.02978,5.96298,1.61777,13.96433,13.14466,6944.398495,,0.58623,0.60196,396.81355,3.49123,800.71984,52.32781,0.61278,144.12289,31.15452,1.3592,3.65133,208.60714,43.40575,282.58427,0.74262,574.29305,28.49501,2.75376,380.95246,17.33955,1.80308,71.27352,2.1636
11,5,0.299,392152,6465615,115.859,-31.94029,Street dust,0,0,894,6.08,10112.14045,,3.83004,24.61112,0.08141,17434.01191,0.0857,5.79048,1.5578,16.23342,20.1578,10836.24865,,0.58297,1.42193,1227.22979,3.17703,1247.37909,56.82059,1.21702,398.7342,28.53922,,4.98807,263.00408,31.51591,554.20449,0.86201,573.13176,52.82296,3.51188,343.86654,22.4863,2.12095,141.68745,4.68131
12,1,0.309,391907.3,6465552,115.8564,-31.94083,Street dust,0,0,352,6.32,3849.298957,,3.98335,20.33118,0.06292,15522.83658,0.04453,5.25654,1.64885,9.89077,43.9246,3982.044325,,0.36738,0.88656,1431.32325,4.30579,1336.03307,39.84075,3.21105,524.00184,18.82696,0.98755,3.29473,384.14787,11.36062,648.48602,0.45134,567.37471,63.23877,1.77376,218.3346,10.2249,1.99011,72.32683,1.23207
12,2,0.3,391906.3,6465644,115.8564,-31.94,Street dust,0,0,243,6.3,4001.37779,,3.01464,18.1231,0.06055,11496.7531,0.09511,4.84398,1.25632,9.54944,16.70886,4653.444186,,0.41977,0.82872,730.75799,2.95224,753.03517,35.03627,0.69196,236.47826,15.05368,0.75431,2.81759,357.33484,22.40834,448.51216,0.44527,596.21304,36.91794,1.62499,175.90158,10.16792,1.67677,119.92569,1.33795
12,3,0.309,391907,6465520,115.8564,-31.94112,Street dust,0,0,167,6.43,3091.963328,,,11.53867,0.04573,3109.14851,0.03357,3.25402,4.22043,299.54628,23.40484,6617.68943,,2.21604,,278.44684,1.83738,287.59599,50.6137,6.06255,180.0171,9.58167,0.64331,144.77111,128.52746,32.52863,129.64485,0.3365,507.65055,11.1667,1.38209,111.96869,10.415,1.5935,138.99509,0.77918
12,4,0.308,391908,6465521,115.8564,-31.94111,Street dust,0,0,370,7.13,11120.9382,,,21.39378,0.0792,16378.98349,0.03612,8.0612,0.71817,12.35203,8.78861,9539.312306,1.45118,0.66247,1.31895,449.33645,3.77388,678.90111,33.38094,0.8412,300.40972,16.48566,1.64745,3.3041,359.94433,29.50606,472.41782,0.90346,587.06475,40.41452,4.4851,186.3971,24.59436,3.51917,62.28344,2.73386
12,6,0.301,392039.6,6465461,115.8578,-31.94167,Street dust,0,0,170,6.92,3973.687317,,,9.67068,0.04839,17429.02673,,3.06032,0.62823,4.87476,9.57628,5607.35084,1.93807,,1.18733,165.95338,2.19275,362.7417,19.81615,0.28841,109.31291,7.69836,,2.56553,147.46904,24.66609,113.60221,0.332,473.022,51.49181,1.83811,83.24356,7.23875,0.95434,94.17998,1.11387
